account_id,member_id,service_address,service_city,service_state,start_date,end_date,billing_status_cd
301884,101954,1495 Mark Crescent,Stricklandberg,SC,2018-03-21,2020-06-07,CLOSED
301885,100009,42818 Olsen Groves,New Brenda,FL,2023-04-23,,ACTIVE
301886,100335,9111 Torres Mission,Espinozaborough,NC,2025-02-18,,ACTIVE
301887,100565,6283 Anderson Lane,Staceyhaven,VA,2018-09-24,,ACTIVE
301888,101628,9866 Delgado Plain,South John,FL,2025-07-02,,ACTIVE
301889,101809,6731 Tyler Prairie Apt. 049,Brandtmouth,NC,2024-02-13,2026-06-30,CLOSED
301890,100521,367 Jessica Walks,South Christianview,SC,2018-10-05,,ACTIVE
301891,102000,3391 Natalie Village,East Patriciaton,VA,2020-04-22,2021-03-06,CLOSED
301892,100461,5321 Lindsey Dale,West Kelly,NC,2018-10-05,,ACTIVE
301893,100386,2973 Davis Drive,Johnsonside,NC,2020-03-28,,ACTIVE
301894,100096,45826 Smith Parkways,Longmouth,NC,2022-06-06,,ACTIVE
301895,100493,568 Tiffany Club,North Matthewfort,NC,2022-09-13,,ACTIVE
301896,100705,615 Martin Rest,Mathewsshire,SC,2023-11-30,,ACTIVE
301897,100341,40888 Denise Shores,Frostmouth,SC,2022-11-28,,ACTIVE
301898,100409,09891 David Manor,New Joshua,VA,2019-08-12,,ACTIVE
301899,100743,90497 Gomez Spur Suite 538,East Pamelaland,VA,2023-09-02,,ACTIVE
301900,101026,5545 Benjamin Key,Brentton,TN,2020-09-14,,ACTIVE
301901,101694,49820 Adriana Ranch,Port Kaitlinborough,SC,2025-12-18,2026-06-30,CLOSED
301902,101215,997 Murray Estate Apt. 016,East Ashleyfurt,NC,2019-01-17,,ACTIVE
301903,100697,83850 Cruz Ports Suite 594,New Margaret,NC,2020-04-27,,ACTIVE
301904,100959,0404 Nelson Club Apt. 658,North Sarahaven,SC,2019-12-21,,ACTIVE
301905,100661,50636 Meyer Throughway Suite 037,Melissaberg,NC,2025-04-22,,ACTIVE
301906,101455,0923 Kaiser Expressway Apt. 632,East Donald,GA,2022-08-29,,ACTIVE
301907,101407,001 Murphy Villages Apt. 682,Duranmouth,TN,2023-06-19,,ACTIVE
301908,100830,6069 Li Ports,Port Vincentberg,NC,2021-08-10,,ACTIVE
301909,100423,735 Erika Underpass Apt. 839,Kaufmanburgh,SC,2020-02-07,,ACTIVE
301910,101071,6218 Barbara Fall,Davischester,NC,2020-06-30,,ACTIVE
301911,101184,21337 Briana Dam,Bishopport,SC,2022-01-17,,ACTIVE
301912,100862,5959 Williams Springs Apt. 526,New John,NC,2021-11-14,,ACTIVE
301913,100480,642 Allison Port,Port Paul,VA,2018-01-06,,ACTIVE
301914,100806,4931 Collins Center,New Carlosshire,SC,2024-06-11,,ACTIVE
301915,101950,5370 Brent Motorway Suite 504,Sandersfurt,NC,2021-04-13,,ACTIVE
301916,100288,56248 Bennett Plains Suite 990,North Alyssa,SC,2024-04-29,,ACTIVE
301917,100446,25024 Dennis Gardens Apt. 666,East Sandrahaven,TN,2023-04-11,2024-09-29,CLOSED
301918,100804,59349 Merritt Row,Port Luis,FL,2023-02-26,,ACTIVE
301919,100129,6124 Brandon Fields Apt. 519,North Aaronmouth,NC,2023-05-03,,ACTIVE
301920,100713,83101 Chandler Plain,South Kimberlyhaven,FL,2022-07-26,,ACTIVE
301921,100930,339 Jones Drives Suite 374,New Matthew,NC,2018-03-22,2019-11-18,CLOSED
301922,100983,428 Kenneth Club Apt. 782,Maryfurt,NC,2023-04-06,,ACTIVE
301923,100277,4837 Carmen Rapid Apt. 464,Cherylshire,TN,2025-10-28,,ACTIVE
301924,100655,571 Chang Via,New Scott,NC,2021-11-25,,CLOSED
301925,101582,46747 Brandt Manor Apt. 640,Jonathanburgh,NC,2024-10-12,,ACTIVE
301926,100994,65486 Michael Street,Palmerton,NC,2019-05-02,,ACTIVE
301927,100268,1673 Davis Divide,New Susanville,FL,2025-09-02,2026-06-30,CLOSED
301928,101225,53370 Cook Summit,East Jessica,NC,2021-12-15,,ACTIVE
301929,101186,976 Knight Dam,Port Johnfurt,SC,2024-11-13,,ACTIVE
301930,100421,471 Austin Groves,New Raymond,NC,2025-09-19,,ACTIVE
301931,100814,174 Cynthia Cliff Apt. 670,North Julia,SC,2025-09-24,2026-06-30,CLOSED
301932,101939,038 Johnson Crossing,Lake Emilyview,GA,2018-12-06,,ACTIVE
301933,101305,6834 White Square,Lake Jodymouth,GA,2023-11-14,,ACTIVE
301934,101511,1721 Green Canyon,East Karen,NC,2020-09-03,,ACTIVE
301935,100125,93471 Riley Throughway Suite 811,New Haley,NC,2021-09-26,,ACTIVE
301936,100697,3621 Carlson Manor Suite 244,West Carolyn,NC,2019-04-11,,ACTIVE
301937,100132,157 Romero Lock,North Jim,VA,2025-09-30,,ACTIVE
301938,101389,70126 Alan Junctions,New Amanda,TN,2019-05-07,2021-10-28,CLOSED
301939,101710,1684 Berry Ford,Stephanieview,NC,2025-08-07,2026-06-30,CLOSED
301940,101823,45320 Green Prairie,Ashleyton,NC,2024-10-03,,ACTIVE
301941,100301,45268 Stewart Point Suite 434,South Matthew,NC,2019-02-02,,ACTIVE
301942,101352,344 Murphy Cove Apt. 083,Goodwinberg,VA,2022-11-09,,ACTIVE
301943,101620,54410 Michael Terrace Apt. 684,South Sherrimouth,NC,2025-12-07,,ACTIVE
301944,101002,446 Scott Estates Apt. 537,Christianhaven,NC,2024-04-28,,ACTIVE
301945,101611,307 Rebecca Port Apt. 470,Jonathanberg,VA,2023-06-13,2024-03-27,CLOSED
301946,100905,6033 Wagner Circles Apt. 645,Petersenside,NC,2025-09-06,,ACTIVE
301947,100430,1354 Ian Shores,Jamesburgh,FL,2021-01-28,2022-02-26,CLOSED
301948,101365,19922 Santos Avenue,Port Jamesmouth,NC,2018-11-03,,ACTIVE
301949,100381,3502 Barbara Burgs,North Darryl,NC,2022-06-14,,ACTIVE
301950,100216,01043 Douglas Vista Suite 098,Debraborough,NC,2019-11-13,,ACTIVE
301951,101795,72368 Williams Mountains Apt. 643,Schroederport,NC,2020-06-10,,ACTIVE
301952,100047,550 Chase Locks Suite 851,New Davidstad,NC,2022-01-29,,ACTIVE
301953,101581,5101 Eric Rapid,Lauratown,VA,2021-02-06,,ACTIVE
301954,100757,92052 Benjamin Cliff,North Kaitlyn,NC,2018-10-31,,ACTIVE
301955,100290,514 David Bridge,Williamshaven,VA,2018-12-14,,ACTIVE
301956,100154,45622 Allen Underpass Apt. 253,Frankbury,NC,2019-06-12,,ACTIVE
301957,101011,58907 Kaitlyn Corners,Port Stacymouth,GA,2025-09-09,,ACTIVE
301958,101926,8028 Angela Drives,Christinaburgh,NC,2025-12-04,,ACTIVE
301959,100729,186 Conway Rapids Suite 206,Garciafort,SC,2025-05-10,,ACTIVE
301960,100428,075 Stephen Islands,Port Michaelshire,NC,2020-02-02,,ACTIVE
301961,101813,19402 Jason Course Apt. 682,Shawnafurt,NC,2023-02-17,,ACTIVE
301962,100446,236 Dudley Rest,Lisashire,NC,2020-10-17,2024-07-11,CLOSED
301963,101511,659 Ryan Falls Suite 470,North Carol,VA,2022-09-11,,ACTIVE
301964,100972,3438 Murphy Islands Apt. 252,North Tammy,NC,2018-04-02,,ACTIVE
301965,101650,3601 Robert Terrace Apt. 233,Lake Royview,VA,2020-07-08,,ACTIVE
301966,100359,382 Daisy Dam Apt. 176,New Bruce,TN,2022-02-13,,ACTIVE
301967,101313,18306 Lara Knoll Suite 898,Port Suzanne,VA,2021-08-19,,ACTIVE
301968,101305,28962 Andrea Village Apt. 512,South Markfurt,VA,2020-12-18,,ACTIVE
301969,100492,07384 Nicole Forks,East Kylefurt,SC,2025-12-24,,ACTIVE
301970,101833,3029 Wang Field Apt. 463,New Ryanfort,NC,2018-04-29,,ACTIVE
301971,100201,95991 Lambert Port Apt. 064,Hannahberg,FL,2025-02-25,,ACTIVE
301972,101271,020 Weiss Forge Apt. 452,Ramosshire,NC,2020-03-15,,ACTIVE
301973,101117,11237 Miller Springs,Garrettport,NC,2024-07-12,2025-03-29,CLOSED
301974,101310,6218 Perkins Ferry Apt. 810,Lorishire,SC,2018-01-10,,ACTIVE
301975,100546,19603 Curtis Oval Suite 818,Dillonhaven,SC,2023-10-20,,ACTIVE
301976,101679,1288 Bonnie Shoal,East Russellside,NC,2022-10-25,,ACTIVE
301977,101124,02422 Hill Groves Apt. 605,Sarashire,SC,2019-02-14,,ACTIVE
301978,100633,7585 Shaffer Point Suite 279,East Edwardmouth,SC,2021-03-28,,ACTIVE
301979,101547,7942 Wade Circles Apt. 170,West Pam,NC,2019-09-01,2022-05-03,CLOSED
301980,101848,726 Harding Course Apt. 743,Robertsmouth,NC,2020-03-14,,ACTIVE
301981,100593,32561 Krista Fall,East Andrew,NC,2024-04-15,,ACTIVE
301982,100325,4217 Cook Field Suite 041,East Leslie,VA,2018-04-02,,ACTIVE
301983,100996,415 Fuentes Islands Suite 353,West Karen,SC,2021-03-13,,ACTIVE
301984,100390,886 Bell Junctions,Shawnfurt,TN,2023-08-06,,ACTIVE
301985,101815,3031 Deborah Vista Suite 331,Payneshire,GA,2022-07-13,2023-05-31,CLOSED
301986,101737,89436 Julia Gardens,Stephanieton,SC,2020-07-05,,ACTIVE
301987,101598,691 Michael Summit,New Ariel,SC,2024-05-04,,ACTIVE
301988,100232,97088 Jennifer Trail,Port Richard,NC,2025-11-27,,ACTIVE
301989,101108,7832 Nichols Isle,Thompsonside,NC,2023-02-15,,ACTIVE
301990,100887,75542 George Road,Loganton,GA,2022-04-13,,ACTIVE
301991,101134,777 Alexander Stream Apt. 297,Huntmouth,FL,2024-03-21,,ACTIVE
301992,100076,95535 Stephen Rapid,New Connor,NC,2020-09-17,,ACTIVE
301993,100251,611 Joel Centers Suite 237,South Ashleyport,NC,2019-01-11,,ACTIVE
301994,101085,051 Roberson Streets Suite 656,New Alexisbury,SC,2021-02-11,2023-08-22,CLOSED
301995,101099,820 Conley Lane,South Coleport,VA,2018-09-18,,ACTIVE
301996,100030,097 Thomas Rapids Apt. 254,West Juliemouth,SC,2020-12-03,,ACTIVE
301997,101170,12496 Wong Pine Suite 340,East Patricia,SC,2025-02-07,,ACTIVE
301998,100881,363 Victor Squares Apt. 257,Aliciastad,NC,2019-08-28,,ACTIVE
301999,101856,370 Gray Expressway Apt. 834,South Matthewtown,GA,2025-08-07,,ACTIVE
302000,100655,2315 Michelle Route Suite 776,Nicholasville,GA,2019-07-12,,ACTIVE
302001,100244,78055 Michelle Lodge Suite 629,South Amanda,SC,2025-05-22,,ACTIVE
302002,101951,57520 Jackson Coves Apt. 837,New Brandonberg,NC,2024-09-15,,ACTIVE
302003,101306,51121 Thomas Pine,Barronstad,SC,2021-06-16,,ACTIVE
302004,101890,53025 Hernandez Way,West Kristenland,NC,2021-03-27,,ACTIVE
302005,101934,381 Rebekah Mountain Suite 314,Jameston,NC,2018-09-21,,ACTIVE
302006,100286,413 Morales Ridges Apt. 527,New Robin,FL,2024-02-14,2024-06-11,CLOSED
302007,101189,27796 Brandon Park,North Julie,SC,2021-09-06,,ACTIVE
302008,100217,9484 Victor Rapid Suite 386,North Joshuastad,SC,2022-12-02,,ACTIVE
302009,100298,125 Vargas Ferry,Cunninghamfurt,FL,2025-05-21,,ACTIVE
302010,100753,6636 Erickson Cliff Apt. 110,Alanmouth,TN,2023-01-08,,ACTIVE
302011,100913,9647 Michael Light,New Haroldchester,NC,2021-11-21,,ACTIVE
302012,100594,949 Alexander Ferry Apt. 884,North Dawn,VA,2022-06-08,,ACTIVE
302013,100501,18748 Burns Port,Christinamouth,NC,2018-08-19,,ACTIVE
302014,100584,350 Jessica Courts,Ericside,VA,2021-12-31,,ACTIVE
302015,101609,32589 Molly Springs Suite 655,South Colleenbury,VA,2023-06-12,,ACTIVE
302016,101924,254 Michael Parkway Suite 589,Jeffreymouth,TN,2019-04-07,,ACTIVE
302017,101855,374 Guzman Circles,Jenniferton,GA,2024-04-28,,ACTIVE
302018,101366,84965 Alicia Square,Josephberg,FL,2023-08-06,,ACTIVE
302019,101631,91785 Donald Motorway,South Christopher,SC,2018-10-24,,ACTIVE
302020,101432,830 Laura Drive Suite 346,Larsonstad,TN,2025-01-30,2025-10-06,CLOSED
302021,101996,7661 Jones Key Apt. 189,Floydmouth,VA,2022-12-17,,ACTIVE
302022,100064,579 Scott Inlet,Evanfort,VA,2018-04-24,,ACTIVE
302023,101294,3737 Katherine Turnpike,Michaelborough,NC,2019-10-18,,ACTIVE
302024,100908,41569 Matthew Stravenue,Jonesmouth,VA,2021-02-13,,ACTIVE
302025,100198,8537 Carla Underpass,East Markstad,NC,2025-07-09,,ACTIVE
302026,101513,02057 Destiny Vista,North James,FL,2019-06-27,,ACTIVE
302027,101630,571 Cole Mews,Port Keithfort,VA,2025-12-10,,ACTIVE
302028,100456,50357 Thompson Alley,West Kathryn,FL,2022-08-27,,ACTIVE
302029,100233,56811 Simmons Forges,South Vanessa,SC,2018-12-14,,ACTIVE
302030,100235,63018 Hernandez Skyway,Lauramouth,TN,2019-10-26,2021-10-25,CLOSED
302031,100978,57988 Albert Rue Suite 528,Matthewhaven,NC,2022-07-04,,ACTIVE
302032,101633,31238 Shane Expressway Apt. 306,North Timothyberg,VA,2025-03-21,,ACTIVE
302033,100323,399 Richard Rapid Suite 628,New Robert,NC,2019-07-15,,ACTIVE
302034,100953,753 Christopher Spurs Apt. 416,West Davidfort,TN,2019-09-24,,ACTIVE
302035,101763,77199 Carrie Plaza Apt. 003,Brittanystad,VA,2025-01-10,,ACTIVE
302036,100591,916 Michael Skyway,Fordmouth,FL,2025-01-06,,ACTIVE
302037,100696,674 Hughes Hollow Suite 564,Reneebury,SC,2024-03-01,2026-06-30,CLOSED
302038,101372,89184 Pearson Walk Apt. 510,West Amberton,FL,2020-12-08,,ACTIVE
302039,100232,44435 Wesley Turnpike,Jacksonstad,NC,2023-03-22,,ACTIVE
302040,101658,99444 Laurie Summit Suite 675,Nortonberg,NC,2020-07-31,,ACTIVE
302041,101891,58622 Margaret Prairie Suite 834,West Robert,SC,2019-03-19,,ACTIVE
302042,101073,520 Barnes Square,South Chad,GA,2018-04-01,2022-03-12,CLOSED
302043,100899,0956 Oconnor Centers,North Melissa,VA,2019-08-07,,CLOSED
302044,100528,64163 Cynthia Islands Suite 594,Brownbury,NC,2021-08-11,2022-12-21,CLOSED
302045,101228,462 Lynn Via,Ronaldside,NC,2020-01-07,,ACTIVE
302046,100039,69870 Victoria Heights,Thomasstad,VA,2018-10-20,,ACTIVE
302047,100575,5541 Turner Park,Dudleymouth,GA,2023-04-22,,ACTIVE
302048,101969,5355 Craig Ford,Johnsonbury,NC,2024-09-19,,ACTIVE
302049,100290,2820 Hall Viaduct Suite 353,Delgadoshire,NC,2022-12-25,2026-06-01,CLOSED
302050,100206,60601 Hanson Roads Suite 375,Millerburgh,NC,2019-06-27,,ACTIVE
302051,101859,40367 Danny Turnpike,New Travis,NC,2020-10-24,,ACTIVE
302052,101464,615 Michael Hill,Port Melissastad,TN,2020-02-05,,ACTIVE
302053,101555,9260 Marie Lakes Apt. 554,Port Adamview,NC,2024-12-10,,ACTIVE
302054,101941,6743 Brandon Locks Apt. 433,North Monicashire,SC,2022-06-27,,ACTIVE
302055,101258,0455 Delgado Stream Suite 049,Diazside,NC,2022-07-02,,ACTIVE
302056,101419,5332 Dillon Mall Suite 948,Lake Jenniferton,VA,2019-07-14,,ACTIVE
302057,101621,628 Paul Manor Apt. 468,East Angela,VA,2024-06-16,,ACTIVE
302058,100448,0244 Holder Estate,East Eileen,SC,2023-06-11,,ACTIVE
302059,100833,008 Murphy Bypass Suite 144,Donaldview,SC,2023-11-22,2026-06-30,CLOSED
302060,101654,57486 Kristine Trace,Amybury,SC,2019-04-04,,ACTIVE
302061,101446,5410 Sandra Heights,Brownton,VA,2021-12-01,2022-08-17,CLOSED
302062,100972,29462 Brandon Mews Apt. 645,West Lauren,TN,2018-06-02,,ACTIVE
302063,101294,320 Lisa Dale,Levyburgh,NC,2023-11-13,,ACTIVE
302064,100944,03137 Smith Valleys Apt. 560,Lake Lisaport,TN,2022-06-11,,ACTIVE
302065,100436,60822 David Cape Suite 015,South Gina,SC,2018-12-23,,ACTIVE
302066,100935,8657 Justin Fords,Hamiltonside,GA,2018-12-20,,ACTIVE
302067,100008,70714 Jasmine Locks Suite 553,Lake Christy,SC,2026-01-23,,ACTIVE
302068,101280,2655 Gonzalez Spring Suite 708,New Annachester,VA,2021-01-19,,ACTIVE
302069,100208,53082 Jill Field,East Richard,NC,2022-12-11,2024-05-06,CLOSED
302070,100978,03483 Newman Knoll Apt. 012,Thomasstad,NC,2018-02-12,,ACTIVE
302071,101502,8723 Lee Burgs,Lake Donna,NC,2021-08-19,,ACTIVE
302072,101785,08133 Roberts Road,Branchville,VA,2021-09-05,,ACTIVE
302073,101908,466 Frances Ports Apt. 333,North Wesleyborough,SC,2018-01-21,,ACTIVE
302074,101036,39892 Floyd Grove,Carrieview,NC,2020-04-16,,ACTIVE
302075,100986,205 Bell Lodge,Lake Perry,SC,2025-05-09,,ACTIVE
302076,101790,8049 Scott Expressway,Butlerberg,NC,2022-05-16,,ACTIVE
302077,101537,309 Sherry Rue,Adamton,NC,2019-06-07,,ACTIVE
302078,100730,3447 Terri Inlet,Martinezside,NC,2022-12-15,,ACTIVE
302079,100584,92617 John Street Suite 522,West Gregoryland,SC,2024-05-30,,ACTIVE
302080,101132,85596 Garza Roads,West Emilyton,NC,2025-06-09,2026-06-30,CLOSED
302081,100197,4270 Donald Harbor,South Joshua,NC,2025-10-12,,ACTIVE
302082,100145,9587 Buchanan Ranch Suite 824,Mackchester,NC,2022-02-16,,ACTIVE
302083,100302,7707 Stephanie Springs,Taylorton,VA,2018-11-23,,ACTIVE
302084,100417,989 Jennifer Stream Apt. 587,Devinborough,NC,2022-12-20,,ACTIVE
302085,100337,731 Travis Crossing,Cynthiaborough,SC,2023-07-01,,ACTIVE
302086,100451,978 Nguyen Springs Suite 275,Ellenburgh,TN,2024-05-14,,ACTIVE
302087,100058,26811 Farley Port Apt. 153,South Monica,NC,2025-01-13,2025-10-30,CLOSED
302088,100001,83058 Kimberly Road,Jimenezfurt,GA,2020-02-08,,ACTIVE
302089,100819,329 Michelle Mountain Apt. 355,North Douglas,FL,2021-12-28,,ACTIVE
302090,100938,56515 Grant Divide,Port Katelynburgh,SC,2019-11-29,,ACTIVE
302091,100869,660 Kyle Summit,East Caitlinhaven,GA,2018-11-11,,ACTIVE
302092,100867,18102 Katie Estates Suite 917,Kayleeberg,VA,2019-07-21,,ACTIVE
302093,101806,769 Clark Valleys,West Adriennechester,SC,2024-11-01,,ACTIVE
302094,101949,81847 Coffey Rapid,Lake Lindsay,NC,2019-01-10,,ACTIVE
302095,100591,4872 Cobb Plain,Huertaburgh,FL,2020-05-03,,ACTIVE
302096,100888,642 Brian Wall Apt. 802,West Mark,NC,2024-11-25,,ACTIVE
302097,101081,7610 Derek Station,East James,NC,2024-12-06,,ACTIVE
302098,100220,54738 Brandon Branch,Donaldsonfurt,VA,2021-06-15,,ACTIVE
302099,101467,5978 Tyler Freeway Suite 760,New Joseph,TN,2020-10-10,,CLOSED
302100,100615,810 Conley Ports Apt. 078,Lorettatown,SC,2019-09-25,,ACTIVE
302101,101601,089 Brown Rue,North Shawnton,NC,2022-10-22,2025-01-30,CLOSED
302102,101160,5775 Johnson Forest,Jaredborough,FL,2020-12-05,,ACTIVE
302103,101698,1103 Garcia Road Suite 242,Port Vanessaborough,NC,2024-07-18,,ACTIVE
302104,100942,065 Shannon Groves Suite 330,Sheliaton,VA,2022-04-07,2024-10-27,CLOSED
302105,100230,47146 Miller Plaza,Denisehaven,VA,2019-09-23,2022-11-03,CLOSED
302106,101685,973 Choi River Suite 055,South James,VA,2018-02-07,2022-02-02,CLOSED
302107,100220,919 Nicholson Loaf Apt. 169,East Allisonburgh,NC,2021-04-20,,ACTIVE
302108,101664,25560 Brent Landing,Port Alexandermouth,NC,2025-08-14,,ACTIVE
302109,101849,499 Martinez Walk,Watsonport,SC,2022-06-08,,ACTIVE
302110,101429,938 Audrey Islands Suite 908,Averymouth,GA,2023-03-31,,ACTIVE
302111,101570,244 Sherri Forks Suite 717,Wallaceshire,NC,2022-08-26,,ACTIVE
302112,100970,346 Thompson Harbor Apt. 680,Colemanland,SC,2022-12-05,,ACTIVE
302113,100794,3024 Reed Mews Suite 929,Thompsonport,NC,2021-10-01,2023-05-09,CLOSED
302114,101290,10771 Eric Road Suite 923,Hicksfort,NC,2025-08-19,,ACTIVE
302115,100413,081 Soto Stravenue Apt. 246,Gregoryville,SC,2025-10-24,,ACTIVE
302116,101488,5559 Thompson Squares,Flynnport,SC,2023-02-19,,ACTIVE
302117,101617,307 Joseph Locks Suite 751,Moorestad,NC,2020-04-11,,ACTIVE
302118,100895,927 Marshall Fort,Kathleenville,NC,2018-06-18,,ACTIVE
302119,101895,988 Phillips Turnpike,New Timothymouth,NC,2025-07-17,2026-06-30,CLOSED
302120,101452,3104 Payne Port,Lake Donald,VA,2021-11-16,,ACTIVE
302121,101125,1783 Christy Union Apt. 511,Janetstad,GA,2025-09-21,,ACTIVE
302122,101873,3709 Jacob Plain Suite 600,Moodyville,NC,2024-08-24,,ACTIVE
302123,100556,009 Samantha Mews,East Jonathanbury,VA,2021-02-11,,ACTIVE
302124,101482,0848 Michael Island,New Ryanshire,NC,2023-12-23,2026-06-30,CLOSED
302125,101025,03920 Pierce Mission Apt. 723,Lake Karen,NC,2022-09-19,,ACTIVE
302126,100548,8063 Walsh Overpass,West David,NC,2022-06-05,,ACTIVE
302127,101209,237 Hanson Bypass Apt. 790,West Marcus,FL,2018-03-05,,ACTIVE
302128,100864,890 Kelly Springs Suite 746,North Christopher,SC,2018-05-26,,ACTIVE
302129,100231,13291 Evans Spur,New Andrewbury,NC,2020-02-04,,ACTIVE
302130,100369,885 Gabriela Ports Apt. 367,West Stephanie,NC,2020-06-30,,ACTIVE
302131,101384,40413 Mcmahon Streets,New Douglasport,NC,2018-08-27,2021-11-19,CLOSED
302132,100329,760 Mack Oval,Bakerville,NC,2018-08-01,2020-06-10,CLOSED
302133,101105,16965 Clark Park Suite 694,North Timothy,NC,2025-07-25,,ACTIVE
302134,100161,734 Oconnor Harbors,North David,TN,2021-11-29,,ACTIVE
302135,101340,4437 King Estates Apt. 590,South Danielle,NC,2020-02-20,,ACTIVE
302136,101190,7344 Thomas Shoal,Pattonchester,NC,2023-02-09,2025-11-28,CLOSED
302137,101548,118 Arnold Throughway Apt. 632,East Ericton,NC,2019-02-02,,ACTIVE
302138,100232,71794 Shaw Lane,Gregside,NC,2021-08-29,,ACTIVE
302139,100582,1579 Gonzalez Station Suite 745,Port Shannonborough,GA,2024-03-27,,ACTIVE
302140,100956,973 Stephanie Shores Suite 808,Johnstad,VA,2020-06-10,2022-03-28,CLOSED
302141,101058,503 Brooke Neck,Nortonstad,GA,2024-04-17,,ACTIVE
302142,100557,21989 Brent Rapid Suite 033,Kellyton,NC,2025-01-24,,ACTIVE
302143,101582,525 Allison Trace,Johnshire,SC,2024-05-01,,ACTIVE
302144,101461,5541 James Trace,South Daniel,VA,2021-02-20,,ACTIVE
302145,100275,84146 Jackson Mountains,Lake Jennifer,NC,2019-04-23,,ACTIVE
302146,101126,405 Porter Glen Apt. 461,Robertburgh,NC,2019-09-11,,ACTIVE
302147,100975,517 Castaneda Loop,North Juliechester,NC,2022-02-16,,ACTIVE
302148,100780,9978 Walters Junctions,Matthewshire,NC,2020-09-28,,ACTIVE
302149,101587,223 Ross Harbors,East Larryfort,TN,2018-04-08,,ACTIVE
302150,101248,4744 William Extension,Robertside,NC,2024-05-19,,ACTIVE
302151,100331,4832 Mendoza Alley Suite 050,Christopherfurt,SC,2018-11-22,,ACTIVE
302152,101176,707 French Roads Suite 178,North Dianafort,NC,2022-01-14,,ACTIVE
302153,101505,2303 Roberts Spurs Apt. 215,Port Dawnland,SC,2025-03-25,,ACTIVE
302154,100072,235 Flores Mountain Suite 160,Shieldsshire,VA,2025-11-08,,ACTIVE
302155,101356,85781 Kimberly Street Apt. 596,Lake Glendaburgh,FL,2024-06-01,,ACTIVE
302156,101771,30476 Lisa Spurs,Port Russell,VA,2024-02-29,,ACTIVE
302157,100259,1953 Erik Burg,Port Dale,VA,2021-11-26,,ACTIVE
302158,100241,71045 Renee Springs Suite 238,Tylerport,NC,2022-04-13,,ACTIVE
302159,100082,50275 Curry Streets Apt. 457,North Michael,NC,2023-02-16,2025-02-11,CLOSED
302160,100118,3934 Moss Gateway,Davismouth,VA,2019-06-15,,ACTIVE
302161,101159,28130 Pamela Summit,Port Jenniferburgh,NC,2023-11-21,,ACTIVE
302162,101277,30858 Christopher Islands Suite 818,East Madison,NC,2018-12-24,2020-12-04,CLOSED
302163,101471,7541 Smith Route Suite 794,Pettyberg,NC,2022-07-06,,ACTIVE
302164,101024,7421 Erickson Villages Apt. 989,Matthewton,TN,2024-06-05,,ACTIVE
302165,101848,4050 Walters Meadows,Christopherside,VA,2025-09-20,,ACTIVE
302166,101173,88393 Janice Wall Apt. 523,Alexandriabury,SC,2022-02-25,2024-11-07,CLOSED
302167,101635,70397 Padilla Mission Suite 835,East Cassandraton,SC,2021-05-20,,ACTIVE
302168,100256,55294 Annette Crossing Suite 504,Sandershaven,NC,2025-01-17,,ACTIVE
302169,100800,086 Winters Lake Apt. 752,Lake Stevenville,SC,2023-06-17,,ACTIVE
302170,101108,2118 Juan Tunnel,Simmonsfurt,NC,2022-01-16,2022-11-22,CLOSED
302171,101401,566 Brett Lock Apt. 621,Yorkshire,SC,2019-01-31,,ACTIVE
302172,100185,364 Andrew Highway Suite 332,Olsonside,GA,2025-12-08,,ACTIVE
302173,100720,71512 Nicole Via,East Sheila,NC,2020-06-23,,ACTIVE
302174,101888,468 Jeffrey Islands,Simpsonborough,NC,2021-10-04,,ACTIVE
302175,101615,37119 Julie Mountains,Alisonborough,NC,2020-01-29,,ACTIVE
302176,100417,19873 Ross Motorway Apt. 176,Port Christopherland,GA,2023-10-17,,ACTIVE
302177,100548,0063 Sarah Stream Suite 484,Port Timothystad,TN,2025-11-25,,ACTIVE
302178,100414,959 Brian Center Apt. 235,Johnsonview,NC,2023-05-26,,ACTIVE
302179,100768,35667 Price Burg Suite 275,South Brianberg,GA,2021-08-16,,ACTIVE
302180,100703,6242 Austin Divide,South Parker,SC,2021-01-01,,ACTIVE
302181,101612,2061 Robert Fork,Alexanderstad,NC,2020-07-25,,ACTIVE
302182,100909,437 Hodge Cliff Apt. 058,Lake Makaylastad,NC,2022-01-21,,ACTIVE
302183,101954,05076 Holland Corner Apt. 552,North Ashley,GA,2020-03-18,2021-09-25,CLOSED
302184,100122,754 Caitlyn Glen,North Kenneth,VA,2024-05-20,,ACTIVE
302185,101157,743 Kimberly Mission Apt. 138,Port Johnbury,NC,2024-10-06,,ACTIVE
302186,101852,6580 Charles Cliffs Apt. 814,Jasonside,SC,2025-11-25,2026-06-30,CLOSED
302187,101701,6200 Daniel Walk,South Michelleview,NC,2024-09-24,,ACTIVE
302188,101661,4263 Wilson Point Suite 065,Katelynfort,NC,2023-01-25,,ACTIVE
302189,101237,045 Franklin Circle,Hendrickshaven,VA,2020-03-04,,ACTIVE
302190,101176,8823 Christopher Shoal Suite 348,Erikaland,NC,2021-10-18,2025-10-31,CLOSED
302191,101400,4521 Jacobs Viaduct Suite 319,Starkville,VA,2025-01-19,,ACTIVE
302192,100586,023 William Knolls,Port Brandonburgh,TN,2019-01-26,,ACTIVE
302193,101043,144 Harris Isle Apt. 846,Aaronchester,TN,2018-09-10,,ACTIVE
302194,101056,032 Heidi Vista,North Samuel,VA,2024-01-18,,ACTIVE
